id,municipio,tipo,establecimiento,telefono,subregion,created_at
278,Tarso,Hotel,Hospedaje Tarso 2,3104907451,,2026-09-07 22:46:08.780756+00
279,Tarso,Hotel,Hospedaje Tarso 2,3146781586,,2026-09-07 22:46:08.780756+00
280,Tarso,Hotel,Hospedaje Tarso 3,3018693016,,2026-09-07 22:46:08.780756+00
281,Tarso,Hotel,Hospedaje Tarso 3,3207455334,,2026-09-07 22:46:08.780756+00
282,Tarso,Hotel,Hospedaje Tarso 4,3127947351,,2026-09-07 22:46:08.780756+00
283,Tarso,Hotel,Hospedaje Tarso 4,3106268578,,2026-09-07 22:46:08.780756+00
284,Tarso,Hotel,Hotel Principal Tarso 1,3211973791,,2026-09-07 22:46:08.780756+00
285,Tarso,Hotel,Hotel Principal Tarso 1,3122717985,,2026-09-07 22:46:08.780756+00
286,Tarso,Restaurante,Restaurante Típico Tarso 1,3137011952,,2026-09-07 22:46:08.780756+00
287,Tarso,Restaurante,Restaurante Típico Tarso 1,3116850052,,2026-09-07 22:46:08.780756+00
288,Tarso,Restaurante,Restaurante Típico Tarso 2,3131425306,,2026-09-07 22:46:08.780756+00
289,Tarso,Restaurante,Restaurante Típico Tarso 2,3146099899,,2026-09-07 22:46:08.780756+00
290,Tarso,Restaurante,Restaurante Típico Tarso 3,3202507253,,2026-09-07 22:46:08.780756+00
291,Tarso,Restaurante,Restaurante Típico Tarso 3,3205187626,,2026-09-07 22:46:08.780756+00
292,,,,,,2026-09-07 22:46:08.780756+00
293,Titiribí,Hotel,Hospedaje Titiribí 2,3013947573,,2026-09-07 22:46:08.780756+00
294,Titiribí,Hotel,Hospedaje Titiribí 2,3138642616,,2026-09-07 22:46:08.780756+00
295,Titiribí,Hotel,Hospedaje Titiribí 3,3113790789,,2026-09-07 22:46:08.780756+00
296,Titiribí,Hotel,Hospedaje Titiribí 3,3217818425,,2026-09-07 22:46:08.780756+00
297,Titiribí,Hotel,Hospedaje Titiribí 4,3118573156,,2026-09-07 22:46:08.780756+00
298,Titiribí,Hotel,Hospedaje Titiribí 4,3127126671,,2026-09-07 22:46:08.780756+00
299,Titiribí,Hotel,Hotel Principal Titiribí 1,3133549622,,2026-09-07 22:46:08.780756+00
300,Titiribí,Hotel,Hotel Principal Titiribí 1,3142693402,,2026-09-07 22:46:08.780756+00
301,Titiribí,Restaurante,Restaurante Típico Titiribí 1,3213950586,,2026-09-07 22:46:08.780756+00
302,Titiribí,Restaurante,Restaurante Típico Titiribí 1,3007265913,,2026-09-07 22:46:08.780756+00
303,Titiribí,Restaurante,Restaurante Típico Titiribí 2,3138250683,,2026-09-07 22:46:08.780756+00
304,Titiribí,Restaurante,Restaurante Típico Titiribí 2,3138989312,,2026-09-07 22:46:08.780756+00
305,Titiribí,Restaurante,Restaurante Típico Titiribí 3,3207793059,,2026-09-07 22:46:08.780756+00
306,Titiribí,Restaurante,Restaurante Típico Titiribí 3,31388839,,2026-09-07 22:46:08.780756+00
307,,,,,,2026-09-07 22:46:08.780756+00
308,Támesis,Hotel,Hospedaje Támesis 2,3019455655,,2026-09-07 22:46:08.780756+00
309,Támesis,Hotel,Hospedaje Támesis 2,3201031861,,2026-09-07 22:46:08.780756+00
310,Támesis,Hotel,Hospedaje Támesis 3,3122208866,,2026-09-07 22:46:08.780756+00
311,Támesis,Hotel,Hospedaje Támesis 3,3019461349,,2026-09-07 22:46:08.780756+00
312,Támesis,Hotel,Hospedaje Támesis 4,3139070417,,2026-09-07 22:46:08.780756+00
313,Támesis,Hotel,Hospedaje Támesis 4,3113320098,,2026-09-07 22:46:08.780756+00
314,Támesis,Hotel,Hotel Balcon Tamesino,3193746626,,2026-09-07 22:46:08.780756+00
315,Támesis,Hotel,Hotel Principal Támesis 1,3145267104,,2026-09-07 22:46:08.780756+00
316,Támesis,Hotel,Hotel Principal Támesis 1,3128244457,,2026-09-07 22:46:08.780756+00
317,Támesis,Restaurante,Restaurante Típico Támesis 1,3116810376,,2026-09-07 22:46:08.780756+00
318,Támesis,Restaurante,Restaurante Típico Támesis 1,3126065843,,2026-09-07 22:46:08.780756+00
319,Támesis,Restaurante,Restaurante Típico Támesis 2,3216253918,,2026-09-07 22:46:08.780756+00
320,Támesis,Restaurante,Restaurante Típico Támesis 2,3145916307,,2026-09-07 22:46:08.780756+00
321,Támesis,Restaurante,Restaurante Típico Támesis 3,3119279383,,2026-09-07 22:46:08.780756+00
322,Támesis,Restaurante,Restaurante Típico Támesis 3,3005336638,,2026-09-07 22:46:08.780756+00
323,,,,,,2026-09-07 22:46:08.780756+00
324,Urrao,Hotel,Hospedaje Urrao 2,3137329416,,2026-09-07 22:46:08.780756+00
325,Urrao,Hotel,Hospedaje Urrao 2,3107488424,,2026-09-07 22:46:08.780756+00
326,Urrao,Hotel,Hospedaje Urrao 3,3006735451,,2026-09-07 22:46:08.780756+00
327,Urrao,Hotel,Hospedaje Urrao 3,3137779739,,2026-09-07 22:46:08.780756+00
328,Urrao,Hotel,Hospedaje Urrao 4,3138192118,,2026-09-07 22:46:08.780756+00
329,Urrao,Hotel,Hospedaje Urrao 4,3017589832,,2026-09-07 22:46:08.780756+00
330,Urrao,Hotel,Hotel Principal Urrao 1,3116412486,,2026-09-07 22:46:08.780756+00
331,Urrao,Hotel,Hotel Principal Urrao 1,3218684497,,2026-09-07 22:46:08.780756+00
332,Urrao,Restaurante,Restaurante Típico Urrao 1,3134493258,,2026-09-07 22:46:08.780756+00
333,Urrao,Restaurante,Restaurante Típico Urrao 1,31293292,,2026-09-07 22:46:08.780756+00
334,Urrao,Restaurante,Restaurante Típico Urrao 2,3007637014,,2026-09-07 22:46:08.780756+00
335,Urrao,Restaurante,Restaurante Típico Urrao 2,3136006858,,2026-09-07 22:46:08.780756+00
336,Urrao,Restaurante,Restaurante Típico Urrao 3,3105020084,,2026-09-07 22:46:08.780756+00
337,Urrao,Restaurante,Restaurante Típico Urrao 3,3101679527,,2026-09-07 22:46:08.780756+00
338,,,,,,2026-09-07 22:46:08.780756+00
339,Valparaíso,Hotel,Hospedaje Valparaíso 2,3103413517,,2026-09-07 22:46:08.780756+00
340,Valparaíso,Hotel,Hospedaje Valparaíso 2,3207777273,,2026-09-07 22:46:08.780756+00
341,Valparaíso,Hotel,Hospedaje Valparaíso 3,3132531894,,2026-09-07 22:46:08.780756+00
342,Valparaíso,Hotel,Hospedaje Valparaíso 3,3013476238,,2026-09-07 22:46:08.780756+00
343,Valparaíso,Hotel,Hospedaje Valparaíso 4,3206349336,,2026-09-07 22:46:08.780756+00
344,Valparaíso,Hotel,Hospedaje Valparaíso 4,3201957772,,2026-09-07 22:46:08.780756+00
345,Valparaíso,Hotel,Hotel Principal Valparaíso 1,3123237645,,2026-09-07 22:46:08.780756+00
346,Valparaíso,Hotel,Hotel Principal Valparaíso 1,3219603018,,2026-09-07 22:46:08.780756+00
347,Valparaíso,Restaurante,Restaurante Típico Valparaíso 1,3004960078,,2026-09-07 22:46:08.780756+00
348,Valparaíso,Restaurante,Restaurante Típico Valparaíso 1,3102709438,,2026-09-07 22:46:08.780756+00
349,Valparaíso,Restaurante,Restaurante Típico Valparaíso 2,3209277332,,2026-09-07 22:46:08.780756+00
350,Valparaíso,Restaurante,Restaurante Típico Valparaíso 2,3211811508,,2026-09-07 22:46:08.780756+00
351,Valparaíso,Restaurante,Restaurante Típico Valparaíso 3,3143993655,,2026-09-07 22:46:08.780756+00
352,Valparaíso,Restaurante,Restaurante Típico Valparaíso 3,32134757,,2026-09-07 22:46:08.780756+00
353,,,,,,2026-09-07 22:46:08.780756+00
354,Venecia,Hotel,Alttum Venecia Hotel Boutique,31933735,,2026-09-07 22:46:08.780756+00
355,Venecia,Hotel,Cerro Tusa Springs,3217039846,,2026-09-07 22:46:08.780756+00
356,Venecia,Hotel,Finca Hotel El Edén,3119998877,,2026-09-07 22:46:08.780756+00
357,Venecia,Hotel,Hostería Los Farallones,3128654321,,2026-09-07 22:46:08.780756+00
358,Venecia,Hotel,Hotel Boutique Venecia,3207544083,,2026-09-07 22:46:08.780756+00
359,Venecia,Hotel,Hotel Boutique Venecia,3208389157,,2026-09-07 22:46:08.780756+00
360,Venecia,Hotel,Hotel Colonial Venecia,3145773373,,2026-09-07 22:46:08.780756+00
361,Venecia,Hotel,Hotel Colonial Venecia,3206799936,,2026-09-07 22:46:08.780756+00
362,Venecia,Hotel,Hotel Plaza Venecia,3131739929,,2026-09-07 22:46:08.780756+00
363,Venecia,Hotel,Hotel Plaza Venecia,3204758421,,2026-09-07 22:46:08.780756+00
364,Venecia,Hotel,Hotel Real Venecia,3119174099,,2026-09-07 22:46:08.780756+00
365,Venecia,Hotel,Hotel Real Venecia,3124955795,,2026-09-07 22:46:08.780756+00
366,Venecia,Hotel,Hotel Venecia Real,3105554433,,2026-09-07 22:46:08.780756+00
367,Venecia,Restaurante,Asados El Cerro,3123456789,,2026-09-07 22:46:08.780756+00
368,Venecia,Restaurante,Café del Parque,3116667788,,2026-09-07 22:46:08.780756+00
369,Venecia,Restaurante,Restaurante El Mirador de Venecia,3203557693,,2026-09-07 22:46:08.780756+00
370,Venecia,Restaurante,Restaurante El Mirador de Venecia,3122524059,,2026-09-07 22:46:08.780756+00
371,Venecia,Restaurante,Restaurante La Casona de Venecia,3013933265,,2026-09-07 22:46:08.780756+00
372,Venecia,Restaurante,Restaurante La Casona de Venecia,3111379189,,2026-09-07 22:46:08.780756+00
373,Venecia,Restaurante,Restaurante La Montaña,3134445566,,2026-09-07 22:46:08.780756+00
374,Venecia,Restaurante,Restaurante Tradición de Venecia,31487063,,2026-09-07 22:46:08.780756+00
375,Venecia,Restaurante,Restaurante Tradición de Venecia,3011767137,,2026-09-07 22:46:08.780756+00
376,,,,,,2026-09-07 22:46:08.780756+00
377,Abejorral,Hotel,Bombus House,3207472022,,2026-09-07 22:46:08.780756+00
378,Abejorral,Hotel,Hospedaje Abejorral 2,3146904652,,2026-09-07 22:46:08.780756+00
379,Abejorral,Hotel,Hospedaje Abejorral 3,3133125913,,2026-09-07 22:46:08.780756+00
380,Abejorral,Hotel,Hospedaje Abejorral 4,3018889332,,2026-09-07 22:46:08.780756+00
381,Abejorral,Hotel,Hotel Principal Abejorral 1,3111623663,,2026-09-07 22:46:08.780756+00
382,Abejorral,Restaurante,Restaurante Típico Abejorral 1,3117325578,,2026-09-07 22:46:08.780756+00
383,Abejorral,Restaurante,Restaurante Típico Abejorral 2,3101607224,,2026-09-07 22:46:08.780756+00
384,Abejorral,Restaurante,Restaurante Típico Abejorral 3,3011233884,,2026-09-07 22:46:08.780756+00
385,,,,,,2026-09-07 22:46:08.780756+00
386,Alejandría,Hotel,Hospedaje Alejandría 2,31125598,,2026-09-07 22:46:08.780756+00
387,Alejandría,Hotel,Hospedaje Alejandría 3,3007947041,,2026-09-07 22:46:08.780756+00
388,Alejandría,Hotel,Hospedaje Alejandría 4,3143121333,,2026-09-07 22:46:08.780756+00
389,Alejandría,Hotel,Hotel Principal Alejandría 1,31482162,,2026-09-07 22:46:08.780756+00
390,Alejandría,Hotel,Hotel Real Alejandría A.M.,3103522111,,2026-09-07 22:46:08.780756+00
391,Alejandría,Restaurante,Restaurante Típico Alejandría 1,3149080243,,2026-09-07 22:46:08.780756+00
392,Alejandría,Restaurante,Restaurante Típico Alejandría 2,32067063,,2026-09-07 22:46:08.780756+00
393,Alejandría,Restaurante,Restaurante Típico Alejandría 3,3137765868,,2026-09-07 22:46:08.780756+00
394,,,,,,2026-09-07 22:46:08.780756+00
395,Argelia,Hotel,Hospedaje Argelia 2,3001215397,,2026-09-07 22:46:08.780756+00
396,Argelia,Hotel,Hospedaje Argelia 3,3211235083,,2026-09-07 22:46:08.780756+00
397,Argelia,Hotel,Hospedaje Argelia 4,3212362544,,2026-09-07 22:46:08.780756+00
398,Argelia,Hotel,Hotel Principal Argelia 1,3219809492,,2026-09-07 22:46:08.780756+00
399,Argelia,Restaurante,Restaurante Típico Argelia 1,3018398551,,2026-09-07 22:46:08.780756+00
400,Argelia,Restaurante,Restaurante Típico Argelia 2,30026520,,2026-09-07 22:46:08.780756+00
401,Argelia,Restaurante,Restaurante Típico Argelia 3,3207783861,,2026-09-07 22:46:08.780756+00
402,,,,,,2026-09-07 22:46:08.780756+00
403,Cocorná,Hotel,Ecohotel Tierra de Agua,3017414199,,2026-09-07 22:46:08.780756+00
404,Cocorná,Hotel,Hospedaje Cocorná 2,3016132717,,2026-09-07 22:46:08.780756+00
405,Cocorná,Hotel,Hospedaje Cocorná 3,3126161588,,2026-09-07 22:46:08.780756+00
406,Cocorná,Hotel,Hospedaje Cocorná 4,3105291115,,2026-09-07 22:46:08.780756+00
407,Cocorná,Hotel,Hotel Principal Cocorná 1,3015576633,,2026-09-07 22:46:08.780756+00
408,Cocorná,Restaurante,Restaurante Típico Cocorná 1,31414403,,2026-09-07 22:46:08.780756+00
409,Cocorná,Restaurante,Restaurante Típico Cocorná 2,3005483583,,2026-09-07 22:46:08.780756+00
410,Cocorná,Restaurante,Restaurante Típico Cocorná 3,3134994824,,2026-09-07 22:46:08.780756+00
411,,,,,,2026-09-07 22:46:08.780756+00
412,Concepción,Hotel,Hospedaje Concepción 2,32025641,,2026-09-07 22:46:08.780756+00
413,Concepción,Hotel,Hospedaje Concepción 3,3108016144,,2026-09-07 22:46:08.780756+00
414,Concepción,Hotel,Hospedaje Concepción 4,3113177381,,2026-09-07 22:46:08.780756+00
415,Concepción,Hotel,Hotel Principal Concepción 1,3104286761,,2026-09-07 22:46:08.780756+00
416,Concepción,Restaurante,Restaurante Típico Concepción 1,3001475259,,2026-09-07 22:46:08.780756+00
417,Concepción,Restaurante,Restaurante Típico Concepción 2,3217509347,,2026-09-07 22:46:08.780756+00
418,Concepción,Restaurante,Restaurante Típico Concepción 3,3006189329,,2026-09-07 22:46:08.780756+00
419,,,,,,2026-09-07 22:46:08.780756+00
420,El Carmen de Viboral,Hotel,Hospedaje El Carmen de Viboral 2,3017102766,,2026-09-07 22:46:08.780756+00
421,El Carmen de Viboral,Hotel,Hospedaje El Carmen de Viboral 3,3118089563,,2026-09-07 22:46:08.780756+00
422,El Carmen de Viboral,Hotel,Hospedaje El Carmen de Viboral 4,3004091289,,2026-09-07 22:46:08.780756+00
423,El Carmen de Viboral,Hotel,Hotel Principal El Carmen de Viboral 1,3122638592,,2026-09-07 22:46:08.780756+00
424,El Carmen de Viboral,Restaurante,Restaurante Típico El Carmen de Viboral 1,3209712854,,2026-09-07 22:46:08.780756+00
425,El Carmen de Viboral,Restaurante,Restaurante Típico El Carmen de Viboral 2,3142428397,,2026-09-07 22:46:08.780756+00
426,El Carmen de Viboral,Restaurante,Restaurante Típico El Carmen de Viboral 3,3212842257,,2026-09-07 22:46:08.780756+00
427,,,,,,2026-09-07 22:46:08.780756+00
428,El Peñol,Hotel,Finca Hotel El Descanso,3145678901,,2026-09-07 22:46:08.780756+00
429,El Peñol,Hotel,Hostería La Casona,3102345678,,2026-09-07 22:46:08.780756+00
430,El Peñol,Hotel,Hotel Bahía,31145678,,2026-09-07 22:46:08.780756+00
431,El Peñol,Hotel,Hotel Boutique El Peñol,3134564073,,2026-09-07 22:46:08.780756+00
432,El Peñol,Hotel,Hotel Colonial El Peñol,3128400523,,2026-09-07 22:46:08.780756+00
433,El Peñol,Hotel,Hotel El Peñol Real,3123456789,,2026-09-07 22:46:08.780756+00
434,El Peñol,Hotel,Hotel Plaza El Peñol,30114952,,2026-09-07 22:46:08.780756+00
435,El Peñol,Hotel,Hotel Real El Peñol,31179032,,2026-09-07 22:46:08.780756+00
436,El Peñol,Restaurante,Asados Típicos,3109876543,,2026-09-07 22:46:08.780756+00
437,El Peñol,Restaurante,La Montaña,3135678901,,2026-09-07 22:46:08.780756+00
438,El Peñol,Restaurante,Restaurante El Embalse,31245678,,2026-09-07 22:46:08.780756+00
439,El Peñol,Restaurante,Restaurante El Mirador de El Peñol,3203531805,,2026-09-07 22:46:08.780756+00
440,El Peñol,Restaurante,Restaurante La Casona de El Peñol,3123152597,,2026-09-07 22:46:08.780756+00
441,El Peñol,Restaurante,Restaurante Tradición de El Peñol,3216394029,,2026-09-07 22:46:08.780756+00
442,,,,,,2026-09-07 22:46:08.780756+00
443,El Retiro,Hotel,Hospedaje El Retiro 2,3145735889,,2026-09-07 22:46:08.780756+00
444,El Retiro,Hotel,Hospedaje El Retiro 3,3108832081,,2026-09-07 22:46:08.780756+00
445,El Retiro,Hotel,Hospedaje El Retiro 4,31058271,,2026-09-07 22:46:08.780756+00
446,El Retiro,Hotel,Hotel Principal El Retiro 1,3127616785,,2026-09-07 22:46:08.780756+00
447,El Retiro,Restaurante,Restaurante Típico El Retiro 1,3121828179,,2026-09-07 22:46:08.780756+00
448,El Retiro,Restaurante,Restaurante Típico El Retiro 2,3101335824,,2026-09-07 22:46:08.780756+00
449,El Retiro,Restaurante,Restaurante Típico El Retiro 3,3111658656,,2026-09-07 22:46:08.780756+00
450,,,,,,2026-09-07 22:46:08.780756+00
451,Granada,Hotel,Hospedaje Granada 2,3219683076,,2026-09-07 22:46:08.780756+00
452,Granada,Hotel,Hospedaje Granada 3,3206603817,,2026-09-07 22:46:08.780756+00
453,Granada,Hotel,Hospedaje Granada 4,3142280986,,2026-09-07 22:46:08.780756+00
454,Granada,Hotel,Hotel Principal Granada 1,3109109621,,2026-09-07 22:46:08.780756+00
455,Granada,Restaurante,Restaurante Típico Granada 1,3145890746,,2026-09-07 22:46:08.780756+00
456,Granada,Restaurante,Restaurante Típico Granada 2,3213854268,,2026-09-07 22:46:08.780756+00
457,Granada,Restaurante,Restaurante Típico Granada 3,3117773653,,2026-09-07 22:46:08.780756+00
458,,,,,,2026-09-07 22:46:08.780756+00
459,Guarne,Hotel,Hospedaje Guarne 2,3127562995,,2026-09-07 22:46:08.780756+00
460,Guarne,Hotel,Hospedaje Guarne 3,31037446,,2026-09-07 22:46:08.780756+00
461,Guarne,Hotel,Hospedaje Guarne 4,3127851383,,2026-09-07 22:46:08.780756+00
462,Guarne,Hotel,Hotel Principal Guarne 1,3004658932,,2026-09-07 22:46:08.780756+00
463,Guarne,Restaurante,Restaurante Típico Guarne 1,3143373325,,2026-09-07 22:46:08.780756+00
464,Guarne,Restaurante,Restaurante Típico Guarne 2,3116635459,,2026-09-07 22:46:08.780756+00
465,Guarne,Restaurante,Restaurante Típico Guarne 3,32127140,,2026-09-07 22:46:08.780756+00
466,,,,,,2026-09-07 22:46:08.780756+00
467,Guatapé,Hotel,Hotel Boutique Guatapé,3131025287,,2026-09-07 22:46:08.780756+00
468,Guatapé,Hotel,Hotel Colonial Guatapé,3104979585,,2026-09-07 22:46:08.780756+00
469,Guatapé,Hotel,Hotel Guatapé Plaza,3112345678,,2026-09-07 22:46:08.780756+00
470,Guatapé,Hotel,Hotel Lake View,30145678,,2026-09-07 22:46:08.780756+00
471,Guatapé,Hotel,Hotel Los Recuerdos,60456100,,2026-09-07 22:46:08.780756+00
472,Guatapé,Hotel,Hotel Plaza Guatapé,3123017936,,2026-09-07 22:46:08.780756+00
473,Guatapé,Hotel,Hotel Real Guatapé,3146178994,,2026-09-07 22:46:08.780756+00
474,Guatapé,Hotel,Hotel Zócalos,3104567891,,2026-09-07 22:46:08.780756+00
475,Guatapé,Restaurante,Donde Franco,3001234567,,2026-09-07 22:46:08.780756+00
476,Guatapé,Restaurante,La Fogata,3123456789,,2026-09-07 22:46:08.780756+00
477,Guatapé,Restaurante,Restaurante El Mirador de Guatapé,3135769302,,2026-09-07 22:46:08.780756+00
478,Guatapé,Restaurante,Restaurante El Roble,31345678,,2026-09-07 22:46:08.780756+00
479,Guatapé,Restaurante,Restaurante La Casona de Guatapé,3141048008,,2026-09-07 22:46:08.780756+00
480,Guatapé,Restaurante,Restaurante Tradición de Guatapé,3208937285,,2026-09-07 22:46:08.780756+00
481,,,,,,2026-09-07 22:46:08.780756+00
482,La Ceja,Hotel,Hospedaje La Ceja 2,3137904749,,2026-09-07 22:46:08.780756+00
483,La Ceja,Hotel,Hospedaje La Ceja 3,3101731027,,2026-09-07 22:46:08.780756+00
484,La Ceja,Hotel,Hospedaje La Ceja 4,3218322888,,2026-09-07 22:46:08.780756+00
485,La Ceja,Hotel,Hotel Principal La Ceja 1,30141152,,2026-09-07 22:46:08.780756+00
486,La Ceja,Restaurante,Restaurante Típico La Ceja 1,3216903456,,2026-09-07 22:46:08.780756+00
487,La Ceja,Restaurante,Restaurante Típico La Ceja 2,31094726,,2026-09-07 22:46:08.780756+00
488,La Ceja,Restaurante,Restaurante Típico La Ceja 3,3201005429,,2026-09-07 22:46:08.780756+00
489,,,,,,2026-09-07 22:46:08.780756+00
490,La Unión,Hotel,Hospedaje La Unión 2,3138255338,,2026-09-07 22:46:08.780756+00
491,La Unión,Hotel,Hospedaje La Unión 3,3104275235,,2026-09-07 22:46:08.780756+00
492,La Unión,Hotel,Hospedaje La Unión 4,31157474,,2026-09-07 22:46:08.780756+00
493,La Unión,Hotel,Hotel Principal La Unión 1,3118085238,,2026-09-07 22:46:08.780756+00
494,La Unión,Hotel,Hotel-La Casa en el Pueblo,31059664,,2026-09-07 22:46:08.780756+00
495,La Unión,Restaurante,Restaurante Típico La Unión 1,3122577908,,2026-09-07 22:46:08.780756+00
496,La Unión,Restaurante,Restaurante Típico La Unión 2,3208134932,,2026-09-07 22:46:08.780756+00
497,La Unión,Restaurante,Restaurante Típico La Unión 3,3137288427,,2026-09-07 22:46:08.780756+00
498,,,,,,2026-09-07 22:46:08.780756+00
499,Marinilla,Hotel,Hospedaje Marinilla 2,3112226482,,2026-09-07 22:46:08.780756+00
500,Marinilla,Hotel,Hospedaje Marinilla 3,3001383063,,2026-09-07 22:46:08.780756+00
501,Marinilla,Hotel,Hospedaje Marinilla 4,3125358337,,2026-09-07 22:46:08.780756+00
502,Marinilla,Hotel,Hotel Principal Marinilla 1,3018679628,,2026-09-07 22:46:08.780756+00
503,Marinilla,Restaurante,Restaurante Típico Marinilla 1,3211301286,,2026-09-07 22:46:08.780756+00
504,Marinilla,Restaurante,Restaurante Típico Marinilla 2,3204448158,,2026-09-07 22:46:08.780756+00
505,Marinilla,Restaurante,Restaurante Típico Marinilla 3,3018516215,,2026-09-07 22:46:08.780756+00
506,,,,,,2026-09-07 22:46:08.780756+00
507,Nariño,Hotel,Hospedaje Nariño 2,3014142433,,2026-09-07 22:46:08.780756+00
508,Nariño,Hotel,Hospedaje Nariño 3,3125122729,,2026-09-07 22:46:08.780756+00
509,Nariño,Hotel,Hospedaje Nariño 4,3002996047,,2026-09-07 22:46:08.780756+00
510,Nariño,Hotel,Hotel Principal Nariño 1,3124269462,,2026-09-07 22:46:08.780756+00
511,Nariño,Restaurante,Restaurante Típico Nariño 1,3127978642,,2026-09-07 22:46:08.780756+00
512,Nariño,Restaurante,Restaurante Típico Nariño 2,3144543775,,2026-09-07 22:46:08.780756+00
513,Nariño,Restaurante,Restaurante Típico Nariño 3,32160595,,2026-09-07 22:46:08.780756+00
514,,,,,,2026-09-07 22:46:08.780756+00
515,Rionegro,Hotel,Hotel Boutique Rionegro,32038740,,2026-09-07 22:46:08.780756+00
516,Rionegro,Hotel,Hotel Colonial Rionegro,3015388652,,2026-09-07 22:46:08.780756+00
517,Rionegro,Hotel,Hotel Movich Las Lomas,60456200,,2026-09-07 22:46:08.780756+00
518,Rionegro,Hotel,Hotel Oasis,3112345678,,2026-09-07 22:46:08.780756+00
519,Rionegro,Hotel,Hotel Plaza Rionegro,3147563989,,2026-09-07 22:46:08.780756+00
520,Rionegro,Hotel,Hotel Real Rionegro,3134574793,,2026-09-07 22:46:08.780756+00
521,Rionegro,Hotel,Hotel Santiago de Arma,60453145,,2026-09-07 22:46:08.780756+00
522,Rionegro,Hotel,Hotel York,60444400,,2026-09-07 22:46:08.780756+00
523,Rionegro,Restaurante,La Gloria,3123456789,,2026-09-07 22:46:08.780756+00
524,Rionegro,Restaurante,Pampa Parrilla,6045612345,,2026-09-07 22:46:08.780756+00
525,Rionegro,Restaurante,Restaurante El Mirador de Rionegro,3106240502,,2026-09-07 22:46:08.780756+00
526,Rionegro,Restaurante,Restaurante El Palo,31045678,,2026-09-07 22:46:08.780756+00
527,Rionegro,Restaurante,Restaurante La Casona de Rionegro,3124969229,,2026-09-07 22:46:08.780756+00
528,Rionegro,Restaurante,Restaurante Tradición de Rionegro,31328156,,2026-09-07 22:46:08.780756+00
529,,,,,,2026-09-07 22:46:08.780756+00
530,San Carlos,Hotel,Hospedaje San Carlos 2,3012430869,,2026-09-07 22:46:08.780756+00
531,San Carlos,Hotel,Hospedaje San Carlos 3,3113525068,,2026-09-07 22:46:08.780756+00
532,San Carlos,Hotel,Hospedaje San Carlos 4,3012328281,,2026-09-07 22:46:08.780756+00
533,San Carlos,Hotel,Hotel Principal San Carlos 1,3106740543,,2026-09-07 22:46:08.780756+00
534,San Carlos,Restaurante,Restaurante Típico San Carlos 1,31445391,,2026-09-07 22:46:08.780756+00
535,San Carlos,Restaurante,Restaurante Típico San Carlos 2,3138390595,,2026-09-07 22:46:08.780756+00
536,San Carlos,Restaurante,Restaurante Típico San Carlos 3,3103471152,,2026-09-07 22:46:08.780756+00
537,,,,,,2026-09-07 22:46:08.780756+00
538,San Francisco,Hotel,Hospedaje San Francisco 2,3003114263,,2026-09-07 22:46:08.780756+00
539,San Francisco,Hotel,Hospedaje San Francisco 3,3214773687,,2026-09-07 22:46:08.780756+00
540,San Francisco,Hotel,Hospedaje San Francisco 4,3132236118,,2026-09-07 22:46:08.780756+00
541,San Francisco,Hotel,Hotel Principal San Francisco 1,3139969013,,2026-09-07 22:46:08.780756+00
542,San Francisco,Restaurante,Restaurante Típico San Francisco 1,3002559475,,2026-09-07 22:46:08.780756+00
543,San Francisco,Restaurante,Restaurante Típico San Francisco 2,3216174079,,2026-09-07 22:46:08.780756+00
544,San Francisco,Restaurante,Restaurante Típico San Francisco 3,3117444725,,2026-09-07 22:46:08.780756+00
545,,,,,,2026-09-07 22:46:08.780756+00
546,San Luis,Hotel,Hospedaje San Luis 2,3101688082,,2026-09-07 22:46:08.780756+00
547,San Luis,Hotel,Hospedaje San Luis 3,3218484401,,2026-09-07 22:46:08.780756+00
548,San Luis,Hotel,Hospedaje San Luis 4,3006529919,,2026-09-07 22:46:08.780756+00
549,San Luis,Hotel,Hotel La Casona,31274329,,2026-09-07 22:46:08.780756+00
550,San Luis,Hotel,Hotel Principal San Luis 1,3144757626,,2026-09-07 22:46:08.780756+00
551,San Luis,Restaurante,Restaurante Típico San Luis 1,3105810171,,2026-09-07 22:46:08.780756+00
552,San Luis,Restaurante,Restaurante Típico San Luis 2,3114355641,,2026-09-07 22:46:08.780756+00
553,San Luis,Restaurante,Restaurante Típico San Luis 3,3208045537,,2026-09-07 22:46:08.780756+00
554,,,,,,2026-09-07 22:46:08.780756+00
555,San Rafael,Hotel,Hospedaje San Rafael 2,3126811235,,2026-09-07 22:46:08.780756+00
556,San Rafael,Hotel,Hospedaje San Rafael 3,3117954775,,2026-09-07 22:46:08.780756+00
557,San Rafael,Hotel,Hospedaje San Rafael 4,3015547494,,2026-09-07 22:46:08.780756+00
558,San Rafael,Hotel,Hotel Principal San Rafael 1,3124148872,,2026-09-07 22:46:08.780756+00
559,San Rafael,Restaurante,Restaurante Típico San Rafael 1,3014258358,,2026-09-07 22:46:08.780756+00
560,San Rafael,Restaurante,Restaurante Típico San Rafael 2,3134956748,,2026-09-07 22:46:08.780756+00
561,San Rafael,Restaurante,Restaurante Típico San Rafael 3,3131569115,,2026-09-07 22:46:08.780756+00
562,,,,,,2026-09-07 22:46:08.780756+00
563,San Vicente,Hotel,Hospedaje San Vicente 2,3003224269,,2026-09-07 22:46:08.780756+00
